Metadata_plate_map_name,Metadata_cell_type,Metadata_batch_id,Metadata_Concentration_mgmL,Metadata_Concentration_ugmL,Metadata_Concentration_mM,Metadata_Concentration_uM,Metadata_Volume_uL,Metadata_Volume_nL,Metadata_Solvent,Metadata_Formula_Weight,Metadata_Molecular_Weight,Metadata_control_type,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_CellsIncludingEdges,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Count_NucleiIncludingEdges,Metadata_Object_Count,Metadata_Batch,Metadata_Media,Metadata_OASIS_ID,Metadata_PREFERRED_NAME,Metadata_Compound,Metadata_Treatment,Metadata_reference_index,n_pos_pairs,n_total_pairs,average_precision
BR00147143,U2OS,BRD-U00146216-001-01-9,,,1.2346,1234.6,0.12,120,DMSO,,,,BR00147143,M14,9,1919,2141,1919,1919,2141,1919,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146216-001-01-9,BRD-U00146216-001-01-9_DEX,-1,23,119,0.16918381125468562
BR00147143,U2OS,BRD-K74514084-001-12-9,0.53961,539.61,1.2333,1233.3,0.12,120,DMSO,437.52,437.16,,BR00147143,M15,9,1938,2134,1938,1938,2134,1938,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DEX,-1,23,119,0.852935228075893
BR00147143,U2OS,BRD-U00145681-001-01-9,,,0.41111,411.11,0.12,120,DMSO,,,,BR00147143,M17,9,1960,2200,1960,1960,2200,1960,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145681-001-01-9,BRD-U00145681-001-01-9_DEX,-1,23,119,0.3014016048898741
BR00147143,U2OS,BRD-K73381542-001-27-9,0.06881,68.81,0.41152,411.52,0.12,120,DMSO,167.21,167.09,,BR00147143,M18,9,1985,2190,1985,1985,2190,1985,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1552,Phenylephrine,Phenylephrine,Phenylephrine_DEX,-1,23,119,0.17650895728248966
BR00147143,U2OS,BRD-A97104540-004-17-9,38.427,38427.0,100.0,100000.0,0.12,120,DMSO,384.27,303.15,,BR00147143,M19,9,1984,2209,1984,1984,2209,1984,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1010,Fenoterol,Fenoterol,Fenoterol_DEX,-1,23,119,0.35098250923921565
BR00147143,U2OS,BRD-U00146217-001-01-9,,,0.045679,45.679,0.12,120,DMSO,,,,BR00147143,M20,9,1987,2233,1987,1987,2233,1987,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146217-001-01-9,BRD-U00146217-001-01-9_DEX,-1,23,119,0.16252647677737786
BR00147143,U2OS,BRD-K89517477-001-03-9,0.847,847.0,1.6997,1699.7,0.12,120,DMSO,498.32,497.07,,BR00147143,M21,9,1385,1532,1385,1385,1532,1385,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K89517477-001-03-9,BRD-K89517477-001-03-9_DEX,-1,11,107,0.9562770562770563
BR00147143,U2OS,BRD-K22031190-001-27-9,8.34,8340.0,33.333,33333.0,0.12,120,DMSO,250.2,250.04,,BR00147143,M22,9,1971,2202,1971,1971,2202,1971,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1097,Diflunisal,Diflunisal,Diflunisal_DEX,-1,23,119,0.4104645628257769
BR00147143,U2OS,BRD-K00140312-065-01-9,0.15929,159.28,0.41111,411.11,0.12,120,DMSO,387.45,289.17,,BR00147143,M23,9,1936,2157,1936,1936,2157,1936,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS982,,OASIS982,OASIS982_DEX,-1,23,119,0.24404513644102516
BR00147143,U2OS,BRD-U00145679-001-01-9,,,0.045679,45.679,0.12,120,DMSO,,,,BR00147143,M24,9,2153,2386,2153,2153,2386,2153,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145679-001-01-9,BRD-U00145679-001-01-9_DEX,-1,23,119,0.30841829626805484
BR00147143,U2OS,BRD-U00146221-001-01-9,,,11.111,11111.0,0.12,120,DMSO,,,,BR00147143,N01,9,1451,1612,1451,1451,1612,1451,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146221-001-01-9,BRD-U00146221-001-01-9_DEX,-1,23,119,0.6614054779969567
BR00147143,U2OS,BRD-K71879491-001-57-9,0.041213,41.213,0.13717,137.17,0.12,120,DMSO,300.44,300.21,,BR00147143,N02,9,1928,2164,1928,1928,2164,1928,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS140,Retinoic acid,Retinoic acid,Retinoic acid_DEX,-1,23,119,0.482273746502052
BR00147143,U2OS,BRD-K59632282-001-04-9,0.552,552.0,1.7015,1701.5,0.12,120,DMSO,324.42,324.18,,BR00147143,N03,9,1950,2187,1950,1950,2187,1950,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K59632282-001-04-9,BRD-K59632282-001-04-9_DEX,-1,11,107,0.24205321265355567
BR00147143,U2OS,BRD-A36471396-001-07-9,0.38415,384.15,1.2333,1233.3,0.12,120,DMSO,311.47,311.22,,BR00147143,N04,9,1953,2177,1953,1953,2177,1953,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1187,Biperiden,Biperiden,Biperiden_DEX,-1,23,119,0.23613342775970028
BR00147143,U2OS,BRD-K46018455-001-31-9,0.049632,49.632,0.13717,137.17,0.12,120,DMSO,361.82,361.11,,BR00147143,N05,9,1989,2203,1989,1989,2203,1989,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS305,Bezafibrate,Bezafibrate,Bezafibrate_DEX,-1,23,119,0.16899754719065235
BR00147143,U2OS,BRD-K74514084-001-12-9,0.059956,59.956,0.13704,137.04,0.12,120,DMSO,437.52,437.16,,BR00147143,N06,9,1904,2131,1904,1904,2131,1904,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DEX,-1,23,119,0.3121388949587621
BR00147143,U2OS,BRD-A50157456-065-26-9,0.22578,225.78,0.41152,411.52,0.12,120,DMSO,548.65,225.14,,BR00147143,N07,9,1947,2180,1947,1947,2180,1947,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1283,,OASIS1283,OASIS1283_DEX,-1,23,119,0.24588754615324404
BR00147143,U2OS,BRD-U00146218-001-01-9,,,1.2346,1234.6,0.12,120,DMSO,,,,BR00147143,N08,9,1856,2074,1856,1856,2074,1856,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146218-001-01-9,BRD-U00146218-001-01-9_DEX,-1,23,119,0.2936492894269714
BR00147143,U2OS,BRD-K70401845-001-27-9,39.344,39344.0,100.0,100000.0,0.12,120,DMSO,393.44,393.17,,BR00147143,N09,9,1420,1588,1420,1420,1588,1420,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1472,Erlotinib,Erlotinib,Erlotinib_DEX,-1,23,119,0.6214156481017623
BR00147143,U2OS,BRD-K28132190-001-02-0,0.816,816.0,1.7003,1700.3,0.12,120,DMSO,479.93,479.17,,BR00147143,N10,9,1638,1824,1638,1638,1824,1638,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K28132190-001-02-0,BRD-K28132190-001-02-0_DEX,-1,11,107,1.0
BR00147143,U2OS,BRD-A06352418-001-30-9,0.007182,7.182,0.015226,15.226,0.12,120,DMSO,471.69,471.31,,BR00147143,N11,9,1876,2099,1876,1876,2099,1876,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS822,Terfenadine,Terfenadine,Terfenadine_DEX,-1,23,119,0.19090943893901285
BR00147143,U2OS,BRD-K00140312-065-01-9,0.017698,17.698,0.045679,45.679,0.12,120,DMSO,387.45,289.17,,BR00147143,N12,9,1915,2149,1915,1915,2149,1915,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS982,,OASIS982,OASIS982_DEX,-1,23,119,0.19893371854799233
BR00147143,U2OS,BRD-A29485665-001-18-9,0.059036,59.036,0.13717,137.17,0.12,120,DMSO,430.37,430.06,,BR00147143,N13,9,1863,2094,1863,1863,2094,1863,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS794,Bicalutamide,Bicalutamide,Bicalutamide_DEX,-1,23,119,0.21310645208640483
BR00147143,U2OS,BRD-K01825106-001-06-9,0.052058,52.058,0.13717,137.17,0.12,120,DMSO,379.5,379.21,,BR00147143,N15,9,1882,2106,1882,1882,2106,1882,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1480,Donepezil,Donepezil,Donepezil_DEX,-1,23,119,0.16041871406139477
BR00147143,U2OS,BRD-A99888680-001-08-9,1.578,1578.0,3.7,3700.0,0.12,120,DMSO,426.49,426.21,,BR00147143,N16,9,1889,2123,1889,1889,2123,1889,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1369,Paliperidone,Paliperidone,Paliperidone_DEX,-1,23,119,0.2128290724846015
BR00147143,U2OS,BRD-U00146217-001-01-9,,,33.3,33300.0,0.12,120,DMSO,,,,BR00147143,N17,9,273,300,273,273,300,273,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146217-001-01-9,BRD-U00146217-001-01-9_DEX,-1,23,119,0.5073115369565785
BR00147143,U2OS,BRD-U00145680-001-01-9,,,0.005075,5.0754,0.12,120,DMSO,,,,BR00147143,N18,9,1856,2078,1856,1856,2078,1856,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145680-001-01-9,BRD-U00145680-001-01-9_DEX,-1,23,119,0.20784121228432384
BR00147143,U2OS,BRD-U00145679-001-01-9,,,0.13704,137.04,0.12,120,DMSO,,,,BR00147143,N19,9,1749,1926,1749,1749,1926,1749,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145679-001-01-9,BRD-U00145679-001-01-9_DEX,-1,23,119,0.507502196701925
BR00147143,U2OS,BRD-U00146220-001-01-9,,,3.7037,3703.7,0.12,120,DMSO,,,,BR00147143,N20,9,1405,1546,1405,1405,1546,1405,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146220-001-01-9,BRD-U00146220-001-01-9_DEX,-1,23,119,0.7926003639162613
BR00147143,U2OS,BRD-U00146215-001-01-9,,,11.111,11111.0,0.12,120,DMSO,,,,BR00147143,N21,9,1928,2173,1928,1928,2173,1928,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146215-001-01-9,BRD-U00146215-001-01-9_DEX,-1,22,118,0.43925957678312205
BR00147143,U2OS,BRD-K47278471-003-31-9,0.36027,360.27,1.2346,1234.6,0.12,120,DMSO,291.82,255.16,,BR00147143,N23,9,1880,2095,1880,1880,2095,1880,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1006,Diphenhydramine,Diphenhydramine,Diphenhydramine_DEX,-1,23,119,0.2030928315721996
BR00147143,U2OS,BRD-U00145635-001-01-9,,,11.1,11100.0,0.12,120,DMSO,,,,BR00147143,N24,9,1779,1987,1779,1779,1987,1779,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145635-001-01-9,BRD-U00145635-001-01-9_DEX,-1,23,119,0.23186633861843217
BR00147143,U2OS,BRD-U00145679-001-01-9,,,0.015226,15.226,0.12,120,DMSO,,,,BR00147143,O01,9,1913,2148,1913,1913,2148,1913,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145679-001-01-9,BRD-U00145679-001-01-9_DEX,-1,23,119,0.19941227155496175
BR00147143,U2OS,BRD-K93461745-003-28-9,0.17365,173.65,0.41152,411.52,0.12,120,DMSO,421.97,385.25,,BR00147143,O02,9,1830,2063,1830,1830,2063,1830,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS797,,OASIS797,OASIS797_DEX,-1,23,119,0.18352069902607718
BR00147143,U2OS,BRD-K01825098-003-05-9,0.15015,150.15,0.41152,411.52,0.12,120,DMSO,364.87,328.18,,BR00147143,O03,9,1908,2130,1908,1908,2130,1908,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS084,,OASIS084,OASIS084_DEX,-1,23,119,0.24728743256101668
BR00147143,U2OS,BRD-K92441787-001-10-9,0.047803,47.803,0.13717,137.17,0.12,120,DMSO,348.49,348.21,,BR00147143,O04,9,1911,2133,1911,1911,2133,1911,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS742,Bexarotene,Bexarotene,Bexarotene_DEX,-1,23,119,0.6869174073305956
BR00147143,U2OS,BRD-A97701745-001-20-9,0.30657,306.58,1.2346,1234.6,0.12,120,DMSO,248.33,248.15,,BR00147143,O05,9,1832,2044,1832,1832,2044,1832,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1433,Pindolol,Pindolol,Pindolol_DEX,-1,23,119,0.20495538443668
BR00147143,U2OS,BRD-K91188791-001-17-5,0.582,582.0,1.6996,1699.6,0.12,120,DMSO,342.43,342.22,,BR00147143,O06,9,1843,2086,1843,1843,2086,1843,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K91188791-001-17-5,BRD-K91188791-001-17-5_DEX,-1,11,107,0.29558065354166785
BR00147143,U2OS,BRD-U00145681-001-01-9,,,3.7,3700.0,0.12,120,DMSO,,,,BR00147143,O07,9,1856,2067,1856,1856,2067,1856,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145681-001-01-9,BRD-U00145681-001-01-9_DEX,-1,23,119,0.43966245740884974
BR00147143,U2OS,BRD-A29485665-001-18-9,0.019679,19.679,0.045725,45.725,0.12,120,DMSO,430.37,430.06,,BR00147143,O08,9,1833,2056,1833,1833,2056,1833,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS794,Bicalutamide,Bicalutamide,Bicalutamide_DEX,-1,23,119,0.27889387729972864
BR00147143,U2OS,BRD-K68867920-051-16-9,1.0902,1090.2,1.2346,1234.6,0.12,120,DMSO,883.09,383.17,,BR00147143,O09,9,1836,2067,1836,1836,2067,1836,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1553,,OASIS1553,OASIS1553_DEX,-1,23,119,0.26601607831443447
BR00147143,U2OS,BRD-K51544265-001-13-9,5.5724,5572.4,11.111,11111.0,0.12,120,DMSO,501.51,501.17,,BR00147143,O10,9,944,1046,944,944,1046,944,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1739,Cabozantinib,Cabozantinib,Cabozantinib_DEX,-1,23,119,0.6412087640720238
BR00147143,U2OS,BRD-K53857191-001-27-9,0.018751,18.751,0.045679,45.679,0.12,120,DMSO,410.49,410.21,,BR00147143,O11,9,1827,2049,1827,1827,2049,1827,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1459,Risperidone,Risperidone,Risperidone_DEX,-1,23,119,0.19770110835983246
BR00147143,U2OS,BRD-U00145635-001-01-9,,,0.045679,45.679,0.12,120,DMSO,,,,BR00147143,O13,9,1992,2218,1992,1992,2218,1992,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145635-001-01-9,BRD-U00145635-001-01-9_DEX,-1,23,119,0.19603915197177615
BR00147143,U2OS,BRD-U00145675-001-01-9,,,3.7,3700.0,0.12,120,DMSO,,,,BR00147143,O14,9,1674,1877,1674,1674,1877,1674,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145675-001-01-9,BRD-U00145675-001-01-9_DEX,-1,23,119,0.8305938336328829
BR00147143,U2OS,BRD-U00146217-001-01-9,,,0.13704,137.04,0.12,120,DMSO,,,,BR00147143,O15,9,1989,2238,1989,1989,2238,1989,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146217-001-01-9,BRD-U00146217-001-01-9_DEX,-1,23,119,0.1753842039996551
BR00147143,U2OS,BRD-K81473089-001-30-9,0.73433,734.33,3.7037,3703.7,0.12,120,DMSO,198.27,198.12,,BR00147143,O16,9,1933,2155,1933,1933,2155,1933,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS082,Tacrine,Tacrine,Tacrine_DEX,-1,23,119,0.2352866670449873
BR00147143,U2OS,BRD-K22031190-001-27-9,0.01144,11.44,0.045725,45.725,0.12,120,DMSO,250.2,250.04,,BR00147143,O17,9,1899,2124,1899,1899,2124,1899,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1097,Diflunisal,Diflunisal,Diflunisal_DEX,-1,23,119,0.2482847477072458
BR00147143,U2OS,BRD-K82795137-001-31-9,0.017508,17.508,0.045725,45.725,0.12,120,DMSO,382.89,382.14,,BR00147143,O18,9,1830,2069,1830,1830,2069,1830,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS302,Loratadine,Loratadine,Loratadine_DEX,-1,23,119,0.1530793350139961
BR00147143,U2OS,BRD-U00146221-001-01-9,,,0.045725,45.725,0.12,120,DMSO,,,,BR00147143,O20,9,1875,2081,1875,1875,2081,1875,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146221-001-01-9,BRD-U00146221-001-01-9_DEX,-1,23,119,0.21552997262299045
BR00147143,U2OS,BRD-A06352418-001-30-9,15.707,15707.0,33.3,33300.0,0.12,120,DMSO,471.69,471.31,,BR00147143,O21,9,207,218,207,207,218,207,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS822,Terfenadine,Terfenadine,Terfenadine_DEX,-1,23,119,0.6121752670216963
BR00147143,U2OS,BRD-K00003619-001-04-9,0.034881,34.881,0.13717,137.17,0.12,120,DMSO,254.28,254.09,,BR00147143,O22,9,1863,2072,1863,1863,2072,1863,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1180,Ketoprofen,Ketoprofen,Ketoprofen_DEX,-1,23,119,0.19732051547733864
BR00147143,U2OS,BRD-K28132190-001-02-0,0.816,816.0,1.7003,1700.3,0.12,120,DMSO,479.93,479.17,,BR00147143,O23,9,1763,1969,1763,1763,1969,1763,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K28132190-001-02-0,BRD-K28132190-001-02-0_DEX,-1,11,107,0.9516705516705517
BR00147143,U2OS,BRD-K01825106-001-06-9,1.4056,1405.6,3.7037,3703.7,0.12,120,DMSO,379.5,379.21,,BR00147143,O24,9,1881,2097,1881,1881,2097,1881,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1480,Donepezil,Donepezil,Donepezil_DEX,-1,23,119,0.48917729725786396
BR00147143,U2OS,BRD-K68867920-051-16-9,88.309,88309.0,100.0,100000.0,0.12,120,DMSO,883.09,383.17,,BR00147143,P01,9,92,94,92,92,94,92,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1553,,OASIS1553,OASIS1553_DEX,-1,23,119,0.42504354517770077
BR00147143,U2OS,BRD-K73381542-001-27-9,0.61929,619.29,3.7037,3703.7,0.12,120,DMSO,167.21,167.09,,BR00147143,P03,9,1895,2132,1895,1895,2132,1895,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1552,Phenylephrine,Phenylephrine,Phenylephrine_DEX,-1,23,119,0.2989384063731416
BR00147143,U2OS,BRD-K01826519-003-12-9,0.1751,175.1,0.41111,411.11,0.12,120,DMSO,425.91,389.21,,BR00147143,P05,9,1938,2174,1938,1938,2174,1938,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1265,,OASIS1265,OASIS1265_DEX,-1,23,119,0.28244612135362246
BR00147143,U2OS,BRD-K01825098-003-05-9,1.3514,1351.4,3.7037,3703.7,0.12,120,DMSO,364.87,328.18,,BR00147143,P06,9,1878,2117,1878,1878,2117,1878,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS084,,OASIS084,OASIS084_DEX,-1,23,119,0.26327145689117976
BR00147143,U2OS,BRD-A06352418-001-30-9,0.021546,21.546,0.045679,45.679,0.12,120,DMSO,471.69,471.31,,BR00147143,P07,9,1829,2064,1829,1829,2064,1829,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS822,Terfenadine,Terfenadine,Terfenadine_DEX,-1,23,119,0.15725361063762405
BR00147143,U2OS,BRD-A50157456-065-26-9,0.67735,677.35,1.2346,1234.6,0.12,120,DMSO,548.65,225.14,,BR00147143,P08,9,2078,2315,2078,2078,2315,2078,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1283,,OASIS1283,OASIS1283_DEX,-1,23,119,0.29458890072046545
BR00147143,U2OS,BRD-K00140312-065-01-9,12.902,12902.0,33.3,33300.0,0.12,120,DMSO,387.45,289.17,,BR00147143,P09,9,1874,2089,1874,1874,2089,1874,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS982,,OASIS982,OASIS982_DEX,-1,23,119,0.3204027840188119
BR00147143,U2OS,BRD-A29485665-001-18-9,1.594,1594.0,3.7037,3703.7,0.12,120,DMSO,430.37,430.06,,BR00147143,P10,9,2011,2261,2011,2011,2261,2011,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS794,Bicalutamide,Bicalutamide,Bicalutamide_DEX,-1,23,119,0.39677323458332586
BR00147143,U2OS,BRD-A97104540-004-17-9,1.4232,1423.2,3.7037,3703.7,0.12,120,DMSO,384.27,303.15,,BR00147143,P11,9,1911,2160,1911,1911,2160,1911,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1010,Fenoterol,Fenoterol,Fenoterol_DEX,-1,23,119,0.21227081066651401
BR00147143,U2OS,BRD-K51544265-001-13-9,50.151,50151.0,100.0,100000.0,0.12,120,DMSO,501.51,501.17,,BR00147143,P12,9,960,1028,960,960,1028,960,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1739,Cabozantinib,Cabozantinib,Cabozantinib_DEX,-1,23,119,0.5736822008237585
BR00147143,U2OS,BRD-U00146219-001-01-9,,,0.41152,411.52,0.12,120,DMSO,,,,BR00147143,P13,9,2024,2252,2024,2024,2252,2024,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146219-001-01-9,BRD-U00146219-001-01-9_DEX,-1,23,119,0.20818915783743247
BR00147143,U2OS,BRD-U00145681-001-01-9,,,1.2333,1233.3,0.12,120,DMSO,,,,BR00147143,P14,9,1906,2114,1906,1906,2114,1906,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145681-001-01-9,BRD-U00145681-001-01-9_DEX,-1,23,119,0.4670649976101594
BR00147143,U2OS,BRD-K46018455-001-31-9,0.016544,16.544,0.045725,45.725,0.12,120,DMSO,361.82,361.11,,BR00147143,P15,9,1984,2227,1984,1984,2227,1984,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS305,Bezafibrate,Bezafibrate,Bezafibrate_DEX,-1,23,119,0.21537881923099453
BR00147143,U2OS,BRD-U00145635-001-01-9,,,0.41111,411.11,0.12,120,DMSO,,,,BR00147143,P16,9,1911,2154,1911,1911,2154,1911,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145635-001-01-9,BRD-U00145635-001-01-9_DEX,-1,23,119,0.19566800410190596
BR00147143,U2OS,BRD-K70401845-001-27-9,0.01799,17.99,0.045725,45.725,0.12,120,DMSO,393.44,393.17,,BR00147143,P17,9,1911,2159,1911,1911,2159,1911,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1472,Erlotinib,Erlotinib,Erlotinib_DEX,-1,23,119,0.29732302073362116
BR00147143,U2OS,BRD-K89517477-001-03-9,0.847,847.0,1.6997,1699.7,0.12,120,DMSO,498.32,497.07,,BR00147143,P18,9,1819,2019,1819,1819,2019,1819,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K89517477-001-03-9,BRD-K89517477-001-03-9_DEX,-1,11,107,0.9646464646464646
BR00147143,U2OS,BRD-U00145680-001-01-9,,,3.7,3700.0,0.12,120,DMSO,,,,BR00147143,P19,9,1976,2186,1976,1976,2186,1976,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145680-001-01-9,BRD-U00145680-001-01-9_DEX,-1,23,119,0.3302287177326425
BR00147143,U2OS,BRD-K38775274-001-29-9,0.667,667.0,1.6995,1699.5,0.12,120,DMSO,392.46,392.2,,BR00147143,P20,9,2043,2285,2043,2043,2285,2043,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K38775274-001-29-9,BRD-K38775274-001-29-9_DEX,-1,11,107,0.153667969947069
BR00147143,U2OS,BRD-K93461745-003-28-9,0.52095,520.95,1.2346,1234.6,0.12,120,DMSO,421.97,385.25,,BR00147143,P21,9,1919,2130,1919,1919,2130,1919,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS797,,OASIS797,OASIS797_DEX,-1,23,119,0.19891878262171464
BR00147143,U2OS,BRD-U00146216-001-01-9,,,0.045725,45.725,0.12,120,DMSO,,,,BR00147143,P22,9,2022,2269,2022,2022,2269,2022,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146216-001-01-9,BRD-U00146216-001-01-9_DEX,-1,23,119,0.18894308523742373
BR00147143,U2OS,BRD-U00146221-001-01-9,,,0.13717,137.17,0.12,120,DMSO,,,,BR00147143,P23,9,1989,2219,1989,1989,2219,1989,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146221-001-01-9,BRD-U00146221-001-01-9_DEX,-1,23,119,0.24305227891745848
BR00147143,U2OS,BRD-K28307902-001-28-9,9.2072,9207.2,33.333,33333.0,0.12,120,DMSO,276.21,276.07,,BR00147143,P24,9,1704,1884,1704,1704,1884,1704,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS014,Flutamide,Flutamide,Flutamide_DEX,-1,23,119,0.456596533432176
BR00147158,U2OS,BRD-A97104540-004-17-9,1.4232,1423.2,3.7037,3703.7,0.12,120,DMSO,384.27,303.15,,BR00147158,A01,9,2124,2352,2124,2124,2352,2124,2025_04_14_OASIS_U2OS_Industry_Batch4,DEX,OASIS1010,Fenoterol,Fenoterol,Fenoterol_DEX,-1,23,119,0.2710087594258616
BR00147158,U2OS,BRD-K89517477-001-03-9,0.847,847.0,1.6997,1699.7,0.12,120,DMSO,498.32,497.07,,BR00147158,A02,9,2084,2274,2084,2084,2274,2084,2025_04_14_OASIS_U2OS_Industry_Batch4,DEX,,,BRD-K89517477-001-03-9,BRD-K89517477-001-03-9_DEX,-1,11,107,0.49638177440035025
BR00147158,U2OS,BRD-K01826056-003-03-9,0.028209,28.209,0.13717,137.17,0.12,120,DMSO,205.64,169.07,,BR00147158,A03,9,2180,2450,2180,2180,2450,2180,2025_04_14_OASIS_U2OS_Industry_Batch4,DEX,OASIS1115,,OASIS1115,OASIS1115_DEX,-1,23,119,0.19017307692971447
BR00147158,U2OS,BRD-U00145679-001-01-9,,,0.13704,137.04,0.12,120,DMSO,,,,BR00147158,A04,9,1892,2089,1892,1892,2089,1892,2025_04_14_OASIS_U2OS_Industry_Batch4,DEX,,,BRD-U00145679-001-01-9,BRD-U00145679-001-01-9_DEX,-1,23,119,0.5161847492116398
BR00147158,U2OS,BRD-U00146215-001-01-9,,,0.41152,411.52,0.12,120,DMSO,,,,BR00147158,A05,9,2282,2522,2282,2282,2522,2282,2025_04_14_OASIS_U2OS_Industry_Batch4,DEX,,,BRD-U00146215-001-01-9,BRD-U00146215-001-01-9_DEX,-1,22,118,0.2298386631639674
