Metadata_plate_map_name,Metadata_cell_type,Metadata_batch_id,Metadata_Concentration_mgmL,Metadata_Concentration_ugmL,Metadata_Concentration_mM,Metadata_Concentration_uM,Metadata_Volume_uL,Metadata_Volume_nL,Metadata_Solvent,Metadata_Formula_Weight,Metadata_Molecular_Weight,Metadata_control_type,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_CellsIncludingEdges,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Count_NucleiIncludingEdges,Metadata_Object_Count,Metadata_Batch,Metadata_Media,Metadata_OASIS_ID,Metadata_PREFERRED_NAME,Metadata_Compound,Metadata_Treatment,Metadata_reference_index,n_pos_pairs,n_total_pairs,average_precision
BR00147142,U2OS,BRD-K91188791-001-17-5,0.582,582.0,1.6996,1699.6,0.12,120,DMSO,342.43,342.22,,BR00147142,J10,9,2019,2251,2019,2019,2251,2019,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-K91188791-001-17-5,BRD-K91188791-001-17-5_DMSO,-1,11,107,0.19650760119220292
BR00147142,U2OS,BRD-K01826056-003-03-9,0.76163,761.63,3.7037,3703.7,0.12,120,DMSO,205.64,169.07,,BR00147142,J11,9,1840,2045,1840,1840,2045,1840,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1115,,OASIS1115,OASIS1115_DMSO,-1,23,119,0.29049699378756366
BR00147142,U2OS,BRD-A97104540-004-17-9,12.809,12809.0,33.333,33333.0,0.12,120,DMSO,384.27,303.15,,BR00147142,J12,9,2248,2501,2248,2248,2501,2248,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1010,Fenoterol,Fenoterol,Fenoterol_DMSO,-1,23,119,0.3217665862757533
BR00147142,U2OS,BRD-U00146215-001-01-9,,,33.333,33333.0,0.12,120,DMSO,,,,BR00147142,J13,9,1830,2049,1830,1830,2049,1830,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146215-001-01-9,BRD-U00146215-001-01-9_DMSO,-1,22,118,0.542250368981916
BR00147142,U2OS,BRD-A36471396-001-07-9,1.1524,1152.4,3.7,3700.0,0.12,120,DMSO,311.47,311.22,,BR00147142,J15,9,2157,2383,2157,2157,2383,2157,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1187,Biperiden,Biperiden,Biperiden_DMSO,-1,23,119,0.406783905784005
BR00147142,U2OS,BRD-A97701745-001-20-9,2.7592,2759.2,11.111,11111.0,0.12,120,DMSO,248.33,248.15,,BR00147142,J17,9,2120,2358,2120,2120,2358,2120,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1433,Pindolol,Pindolol,Pindolol_DMSO,-1,23,119,0.3139450171252143
BR00147142,U2OS,BRD-K28307902-001-28-9,1.023,1023.0,3.7037,3703.7,0.12,120,DMSO,276.21,276.07,,BR00147142,J18,9,1754,1962,1754,1754,1962,1754,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS014,Flutamide,Flutamide,Flutamide_DMSO,-1,23,119,0.2426190614530261
BR00147142,U2OS,BRD-K68867920-051-16-9,0.36341,363.41,0.41152,411.52,0.12,120,DMSO,883.09,383.17,,BR00147142,J19,9,2111,2358,2111,2111,2358,2111,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1553,,OASIS1553,OASIS1553_DMSO,-1,23,119,0.1910954419145054
BR00147142,U2OS,BRD-K53857191-001-27-9,13.669,13669.0,33.3,33300.0,0.12,120,DMSO,410.49,410.21,,BR00147142,J20,9,1702,1878,1702,1702,1878,1702,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1459,Risperidone,Risperidone,Risperidone_DMSO,-1,23,119,0.44865501866637897
BR00147142,U2OS,BRD-U00146218-001-01-9,,,0.41152,411.52,0.12,120,DMSO,,,,BR00147142,J21,9,2000,2222,2000,2000,2222,2000,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146218-001-01-9,BRD-U00146218-001-01-9_DMSO,-1,23,119,0.4404149606751955
BR00147142,U2OS,BRD-K70401845-001-27-9,0.05397,53.97,0.13717,137.17,0.12,120,DMSO,393.44,393.17,,BR00147142,J22,9,1922,2162,1922,1922,2162,1922,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1472,Erlotinib,Erlotinib,Erlotinib_DMSO,-1,23,119,0.7814213876647892
BR00147142,U2OS,BRD-U00146220-001-01-9,,,0.41152,411.52,0.12,120,DMSO,,,,BR00147142,J23,9,1493,1647,1493,1493,1647,1493,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146220-001-01-9,BRD-U00146220-001-01-9_DMSO,-1,23,119,0.5098587076548788
BR00147142,U2OS,BRD-K47278471-003-31-9,3.2424,3242.4,11.111,11111.0,0.12,120,DMSO,291.82,255.16,,BR00147142,J24,9,2003,2250,2003,2003,2250,2003,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1006,Diphenhydramine,Diphenhydramine,Diphenhydramine_DMSO,-1,23,119,0.1806703258617925
BR00147142,U2OS,BRD-A36471396-001-07-9,0.042683,42.683,0.13704,137.04,0.12,120,DMSO,311.47,311.22,,BR00147142,K01,9,2040,2265,2040,2040,2265,2040,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1187,Biperiden,Biperiden,Biperiden_DMSO,-1,23,119,0.18192491702430671
BR00147142,U2OS,BRD-K58550667-001-12-9,0.666,666.0,1.7011,1701.1,0.12,120,DMSO,391.51,391.23,,BR00147142,K02,9,1819,2049,1819,1819,2049,1819,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-K58550667-001-12-9,BRD-K58550667-001-12-9_DMSO,-1,11,107,0.1535118501027592
BR00147142,U2OS,BRD-K01825106-001-06-9,0.017353,17.353,0.045725,45.725,0.12,120,DMSO,379.5,379.21,,BR00147142,K03,9,1777,1984,1777,1777,1984,1777,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1480,Donepezil,Donepezil,Donepezil_DMSO,-1,23,119,0.20341720224311446
BR00147142,U2OS,BRD-U00146216-001-01-9,,,100.0,100000.0,0.12,120,DMSO,,,,BR00147142,K05,9,1067,1190,1067,1067,1190,1067,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146216-001-01-9,BRD-U00146216-001-01-9_DMSO,-1,23,119,0.4597386722446187
BR00147142,U2OS,BRD-K01826056-003-03-9,20.564,20564.0,100.0,100000.0,0.12,120,DMSO,205.64,169.07,,BR00147142,K06,9,579,603,579,579,603,579,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1115,,OASIS1115,OASIS1115_DMSO,-1,23,119,0.33107025776487153
BR00147142,U2OS,BRD-U00146215-001-01-9,,,1.2346,1234.6,0.12,120,DMSO,,,,BR00147142,K07,9,1899,2122,1899,1899,2122,1899,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146215-001-01-9,BRD-U00146215-001-01-9_DMSO,-1,22,118,0.3680410569232173
BR00147142,U2OS,BRD-K46018455-001-31-9,4.0202,4020.2,11.111,11111.0,0.12,120,DMSO,361.82,361.11,,BR00147142,K08,9,1809,2037,1809,1809,2037,1809,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS305,Bezafibrate,Bezafibrate,Bezafibrate_DMSO,-1,23,119,0.27349906238640675
BR00147142,U2OS,BRD-U00145681-001-01-9,,,0.005075,5.0754,0.12,120,DMSO,,,,BR00147142,K09,9,1840,2043,1840,1840,2043,1840,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00145681-001-01-9,BRD-U00145681-001-01-9_DMSO,-1,23,119,0.17834840144931025
BR00147142,U2OS,BRD-A50157456-065-26-9,6.0961,6096.1,11.111,11111.0,0.12,120,DMSO,548.65,225.14,,BR00147142,K10,9,1973,2193,1973,1973,2193,1973,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1283,,OASIS1283,OASIS1283_DMSO,-1,23,119,0.28837520971022584
BR00147142,U2OS,BRD-U00145679-001-01-9,,,0.41111,411.11,0.12,120,DMSO,,,,BR00147142,K11,9,1481,1607,1481,1481,1607,1481,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00145679-001-01-9,BRD-U00145679-001-01-9_DMSO,-1,23,119,0.7675657657302091
BR00147142,U2OS,BRD-K71879491-001-57-9,3.3382,3338.2,11.111,11111.0,0.12,120,DMSO,300.44,300.21,,BR00147142,K12,9,1882,2074,1882,1882,2074,1882,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS140,Retinoic acid,Retinoic acid,Retinoic acid_DMSO,-1,23,119,0.5809366840747051
BR00147142,U2OS,BRD-K92441787-001-10-9,1.2907,1290.7,3.7037,3703.7,0.12,120,DMSO,348.49,348.21,,BR00147142,K13,9,1818,2012,1818,1818,2012,1818,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS742,Bexarotene,Bexarotene,Bexarotene_DMSO,-1,23,119,0.525862133046754
BR00147142,U2OS,BRD-U00146221-001-01-9,,,33.333,33333.0,0.12,120,DMSO,,,,BR00147142,K14,9,1378,1571,1378,1378,1571,1378,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146221-001-01-9,BRD-U00146221-001-01-9_DMSO,-1,23,119,0.5192777056307719
BR00147142,U2OS,BRD-K89517477-001-03-9,0.847,847.0,1.6997,1699.7,0.12,120,DMSO,498.32,497.07,,BR00147142,K15,9,1771,1957,1771,1771,1957,1771,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-K89517477-001-03-9,BRD-K89517477-001-03-9_DMSO,-1,11,107,0.28080146465248373
BR00147142,U2OS,BRD-K93461745-003-28-9,4.6886,4688.6,11.111,11111.0,0.12,120,DMSO,421.97,385.25,,BR00147142,K16,9,1802,1995,1802,1802,1995,1802,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS797,,OASIS797,OASIS797_DMSO,-1,23,119,0.3205863818837677
BR00147142,U2OS,BRD-U00145675-001-01-9,,,11.1,11100.0,0.12,120,DMSO,,,,BR00147142,K17,9,1866,2101,1866,1866,2101,1866,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00145675-001-01-9,BRD-U00145675-001-01-9_DMSO,-1,23,119,0.3353100214162139
BR00147142,U2OS,BRD-K22031190-001-27-9,0.034321,34.321,0.13717,137.17,0.12,120,DMSO,250.2,250.04,,BR00147142,K18,9,1890,2117,1890,1890,2117,1890,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1097,Diflunisal,Diflunisal,Diflunisal_DMSO,-1,23,119,0.2140033869428399
BR00147142,U2OS,BRD-U00145635-001-01-9,,,0.015226,15.226,0.12,120,DMSO,,,,BR00147142,K20,9,1834,2077,1834,1834,2077,1834,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00145635-001-01-9,BRD-U00145635-001-01-9_DMSO,-1,23,119,0.19833640542422523
BR00147142,U2OS,BRD-U00146219-001-01-9,,,100.0,100000.0,0.12,120,DMSO,,,,BR00147142,K21,9,1160,1254,1160,1160,1254,1160,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146219-001-01-9,BRD-U00146219-001-01-9_DMSO,-1,23,119,0.3992429639121479
BR00147142,U2OS,BRD-K47278471-003-31-9,9.7273,9727.3,33.333,33333.0,0.12,120,DMSO,291.82,255.16,,BR00147142,K22,9,1811,1988,1811,1811,1988,1811,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1006,Diphenhydramine,Diphenhydramine,Diphenhydramine_DMSO,-1,23,119,0.32168239436733936
BR00147142,U2OS,BRD-K51544265-001-13-9,16.717,16717.0,33.333,33333.0,0.12,120,DMSO,501.51,501.17,,BR00147142,K23,9,743,810,743,743,810,743,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1739,Cabozantinib,Cabozantinib,Cabozantinib_DMSO,-1,23,119,0.5319530729170328
BR00147142,U2OS,BRD-K01825098-003-05-9,12.162,12162.0,33.333,33333.0,0.12,120,DMSO,364.87,328.18,,BR00147142,K24,9,1865,2104,1865,1865,2104,1865,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS084,,OASIS084,OASIS084_DMSO,-1,23,119,0.300904322809911
BR00147142,U2OS,BRD-K22031190-001-27-9,25.02,25020.0,100.0,100000.0,0.12,120,DMSO,250.2,250.04,,BR00147142,L01,9,2170,2427,2170,2170,2427,2170,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1097,Diflunisal,Diflunisal,Diflunisal_DMSO,-1,23,119,0.37014996579146603
BR00147142,U2OS,BRD-K00003619-001-04-9,8.4762,8476.2,33.333,33333.0,0.12,120,DMSO,254.28,254.09,,BR00147142,L02,9,2031,2268,2031,2031,2268,2031,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1180,Ketoprofen,Ketoprofen,Ketoprofen_DMSO,-1,23,119,0.3417558880694013
BR00147142,U2OS,BRD-K92441787-001-10-9,3.8721,3872.1,11.111,11111.0,0.12,120,DMSO,348.49,348.21,,BR00147142,L03,9,1940,2167,1940,1940,2167,1940,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS742,Bexarotene,Bexarotene,Bexarotene_DMSO,-1,23,119,0.5675669895941996
BR00147142,U2OS,BRD-U00145680-001-01-9,,,0.41111,411.11,0.12,120,DMSO,,,,BR00147142,L04,9,1945,2172,1945,1945,2172,1945,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00145680-001-01-9,BRD-U00145680-001-01-9_DMSO,-1,23,119,0.21490519964320637
BR00147142,U2OS,BRD-K53857191-001-27-9,0.16876,168.76,0.41111,411.11,0.12,120,DMSO,410.49,410.21,,BR00147142,L05,9,1827,2017,1827,1827,2017,1827,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1459,Risperidone,Risperidone,Risperidone_DMSO,-1,23,119,0.20331866455335898
BR00147142,U2OS,BRD-K68867920-051-16-9,0.12114,121.14,0.13717,137.17,0.12,120,DMSO,883.09,383.17,,BR00147142,L06,9,1921,2138,1921,1921,2138,1921,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1553,,OASIS1553,OASIS1553_DMSO,-1,23,119,0.1802576156541501
BR00147142,U2OS,BRD-U00146219-001-01-9,,,0.13717,137.17,0.12,120,DMSO,,,,BR00147142,L07,9,1904,2132,1904,1904,2132,1904,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146219-001-01-9,BRD-U00146219-001-01-9_DMSO,-1,23,119,0.17312858639769704
BR00147142,U2OS,BRD-K01825098-003-05-9,0.45046,450.46,1.2346,1234.6,0.12,120,DMSO,364.87,328.18,,BR00147142,L08,9,1846,2064,1846,1846,2064,1846,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS084,,OASIS084,OASIS084_DMSO,-1,23,119,0.22064217225198915
BR00147142,U2OS,BRD-K28307902-001-28-9,0.34101,341.01,1.2346,1234.6,0.12,120,DMSO,276.21,276.07,,BR00147142,L10,9,1919,2132,1919,1919,2132,1919,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS014,Flutamide,Flutamide,Flutamide_DMSO,-1,23,119,0.3477394650802282
BR00147142,U2OS,BRD-K58550667-001-12-9,0.666,666.0,1.7011,1701.1,0.12,120,DMSO,391.51,391.23,,BR00147142,L11,9,1969,2181,1969,1969,2181,1969,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-K58550667-001-12-9,BRD-K58550667-001-12-9_DMSO,-1,11,107,0.2923095862824216
BR00147142,U2OS,BRD-A97701745-001-20-9,24.833,24833.0,100.0,100000.0,0.12,120,DMSO,248.33,248.15,,BR00147142,L12,9,1875,2111,1875,1875,2111,1875,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1433,Pindolol,Pindolol,Pindolol_DMSO,-1,23,119,0.5256601732860101
BR00147142,U2OS,BRD-K81473089-001-30-9,0.24478,244.78,1.2346,1234.6,0.12,120,DMSO,198.27,198.12,,BR00147142,L14,9,1833,2055,1833,1833,2055,1833,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS082,Tacrine,Tacrine,Tacrine_DMSO,-1,23,119,0.19785489907626258
BR00147142,U2OS,BRD-U00145675-001-01-9,,,0.41111,411.11,0.12,120,DMSO,,,,BR00147142,L15,9,1752,1957,1752,1752,1957,1752,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00145675-001-01-9,BRD-U00145675-001-01-9_DMSO,-1,23,119,0.7318479987873551
BR00147142,U2OS,BRD-U00146220-001-01-9,,,100.0,100000.0,0.12,120,DMSO,,,,BR00147142,L16,9,1190,1346,1190,1190,1346,1190,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146220-001-01-9,BRD-U00146220-001-01-9_DMSO,-1,23,119,0.808266245905785
BR00147142,U2OS,BRD-K89517477-001-03-9,0.847,847.0,1.6997,1699.7,0.12,120,DMSO,498.32,497.07,,BR00147142,L17,9,1777,1980,1777,1777,1980,1777,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-K89517477-001-03-9,BRD-K89517477-001-03-9_DMSO,-1,11,107,0.2196424479876945
BR00147142,U2OS,BRD-U00146216-001-01-9,,,0.13717,137.17,0.12,120,DMSO,,,,BR00147142,L18,9,1833,2052,1833,1833,2052,1833,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146216-001-01-9,BRD-U00146216-001-01-9_DMSO,-1,23,119,0.18151080474376585
BR00147142,U2OS,BRD-K74514084-001-12-9,0.019985,19.985,0.045679,45.679,0.12,120,DMSO,437.52,437.16,,BR00147142,L19,9,1846,2072,1846,1846,2072,1846,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DMSO,-1,23,119,0.5114135692682603
BR00147142,U2OS,BRD-U00146215-001-01-9,,,0.41152,411.52,0.12,120,DMSO,,,,BR00147142,L20,9,1846,2050,1846,1846,2050,1846,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146215-001-01-9,BRD-U00146215-001-01-9_DMSO,-1,22,118,0.25916257128471193
BR00147142,U2OS,BRD-K82795137-001-31-9,0.4727,472.7,1.2346,1234.6,0.12,120,DMSO,382.89,382.14,,BR00147142,L21,9,1837,2029,1837,1837,2029,1837,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS302,Loratadine,Loratadine,Loratadine_DMSO,-1,23,119,0.18724110229723717
BR00147142,U2OS,BRD-K01826519-003-12-9,14.183,14183.0,33.3,33300.0,0.12,120,DMSO,425.91,389.21,,BR00147142,L22,9,1740,1944,1740,1740,1944,1740,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1265,,OASIS1265,OASIS1265_DMSO,-1,23,119,0.3813911136819542
BR00147142,U2OS,BRD-A99888680-001-08-9,0.17534,175.34,0.41111,411.11,0.12,120,DMSO,426.49,426.21,,BR00147142,L23,9,1852,2064,1852,1852,2064,1852,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1369,Paliperidone,Paliperidone,Paliperidone_DMSO,-1,23,119,0.19932810034447485
BR00147142,U2OS,BRD-K71879491-001-57-9,1.1127,1112.7,3.7037,3703.7,0.12,120,DMSO,300.44,300.21,,BR00147142,L24,9,1986,2227,1986,1986,2227,1986,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS140,Retinoic acid,Retinoic acid,Retinoic acid_DMSO,-1,23,119,0.4974813649398667
BR00147142,U2OS,BRD-K91188791-001-17-5,0.582,582.0,1.6996,1699.6,0.12,120,DMSO,342.43,342.22,,BR00147142,M01,9,1928,2140,1928,1928,2140,1928,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-K91188791-001-17-5,BRD-K91188791-001-17-5_DMSO,-1,11,107,0.23886767336790343
BR00147142,U2OS,BRD-U00146218-001-01-9,,,3.7037,3703.7,0.12,120,DMSO,,,,BR00147142,M02,9,1869,2089,1869,1869,2089,1869,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146218-001-01-9,BRD-U00146218-001-01-9_DMSO,-1,23,119,0.21399766904559292
BR00147142,U2OS,BRD-A97701745-001-20-9,0.10219,102.19,0.41152,411.52,0.12,120,DMSO,248.33,248.15,,BR00147142,M03,9,1767,1980,1767,1767,1980,1767,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1433,Pindolol,Pindolol,Pindolol_DMSO,-1,23,119,0.20732380759409913
BR00147142,U2OS,BRD-K01825106-001-06-9,0.46852,468.52,1.2346,1234.6,0.12,120,DMSO,379.5,379.21,,BR00147142,M04,9,1765,1982,1765,1765,1982,1765,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1480,Donepezil,Donepezil,Donepezil_DMSO,-1,23,119,0.2591982034386696
BR00147142,U2OS,BRD-U00145680-001-01-9,,,1.2333,1233.3,0.12,120,DMSO,,,,BR00147142,M06,9,1864,2060,1864,1864,2060,1864,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00145680-001-01-9,BRD-U00145680-001-01-9_DMSO,-1,23,119,0.16003196270432749
BR00147142,U2OS,BRD-K53857191-001-27-9,1.5188,1518.8,3.7,3700.0,0.12,120,DMSO,410.49,410.21,,BR00147142,M07,9,1796,2012,1796,1796,2012,1796,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1459,Risperidone,Risperidone,Risperidone_DMSO,-1,23,119,0.32293172157587896
BR00147142,U2OS,BRD-K51544265-001-13-9,0.068795,68.795,0.13717,137.17,0.12,120,DMSO,501.51,501.17,,BR00147142,M08,9,1862,2078,1862,1862,2078,1862,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1739,Cabozantinib,Cabozantinib,Cabozantinib_DMSO,-1,23,119,0.16494376599752708
BR00147142,U2OS,BRD-K01826519-003-12-9,0.019455,19.455,0.045679,45.679,0.12,120,DMSO,425.91,389.21,,BR00147142,M09,9,1801,2008,1801,1801,2008,1801,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1265,,OASIS1265,OASIS1265_DMSO,-1,23,119,0.23329761159126594
BR00147142,U2OS,BRD-K71879491-001-57-9,0.37092,370.92,1.2346,1234.6,0.12,120,DMSO,300.44,300.21,,BR00147142,M10,9,1902,2128,1902,1902,2128,1902,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS140,Retinoic acid,Retinoic acid,Retinoic acid_DMSO,-1,23,119,0.5009658212193454
BR00147142,U2OS,BRD-K70401845-001-27-9,0.16191,161.91,0.41152,411.52,0.12,120,DMSO,393.44,393.17,,BR00147142,M11,9,1890,2116,1890,1890,2116,1890,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1472,Erlotinib,Erlotinib,Erlotinib_DMSO,-1,23,119,0.8142357791615449
BR00147142,U2OS,BRD-K01826056-003-03-9,0.25388,253.88,1.2346,1234.6,0.12,120,DMSO,205.64,169.07,,BR00147142,M12,9,1889,2101,1889,1889,2101,1889,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1115,,OASIS1115,OASIS1115_DMSO,-1,23,119,0.1998291931277662
BR00147142,U2OS,BRD-A50157456-065-26-9,0.075261,75.261,0.13717,137.17,0.12,120,DMSO,548.65,225.14,,BR00147142,M13,9,1838,2045,1838,1838,2045,1838,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1283,,OASIS1283,OASIS1283_DMSO,-1,23,119,0.1704722653221998
BR00147142,U2OS,BRD-U00146216-001-01-9,,,1.2346,1234.6,0.12,120,DMSO,,,,BR00147142,M14,9,1846,2061,1846,1846,2061,1846,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146216-001-01-9,BRD-U00146216-001-01-9_DMSO,-1,23,119,0.21082707369382625
BR00147142,U2OS,BRD-K74514084-001-12-9,0.53961,539.61,1.2333,1233.3,0.12,120,DMSO,437.52,437.16,,BR00147142,M15,9,1814,2031,1814,1814,2031,1814,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DMSO,-1,23,119,0.7629921281705496
BR00147142,U2OS,BRD-U00145681-001-01-9,,,0.41111,411.11,0.12,120,DMSO,,,,BR00147142,M17,9,1904,2138,1904,1904,2138,1904,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00145681-001-01-9,BRD-U00145681-001-01-9_DMSO,-1,23,119,0.20177385521966593
BR00147142,U2OS,BRD-K73381542-001-27-9,0.06881,68.81,0.41152,411.52,0.12,120,DMSO,167.21,167.09,,BR00147142,M18,9,1847,2085,1847,1847,2085,1847,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1552,Phenylephrine,Phenylephrine,Phenylephrine_DMSO,-1,23,119,0.31430304192759884
BR00147142,U2OS,BRD-A97104540-004-17-9,38.427,38427.0,100.0,100000.0,0.12,120,DMSO,384.27,303.15,,BR00147142,M19,9,2037,2262,2037,2037,2262,2037,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1010,Fenoterol,Fenoterol,Fenoterol_DMSO,-1,23,119,0.4088769581284816
BR00147142,U2OS,BRD-U00146217-001-01-9,,,0.045679,45.679,0.12,120,DMSO,,,,BR00147142,M20,9,1919,2126,1919,1919,2126,1919,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146217-001-01-9,BRD-U00146217-001-01-9_DMSO,-1,23,119,0.22252453215703838
BR00147142,U2OS,BRD-K89517477-001-03-9,0.847,847.0,1.6997,1699.7,0.12,120,DMSO,498.32,497.07,,BR00147142,M21,9,1407,1551,1407,1407,1551,1407,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-K89517477-001-03-9,BRD-K89517477-001-03-9_DMSO,-1,11,107,0.6168223451138246
BR00147142,U2OS,BRD-K22031190-001-27-9,8.34,8340.0,33.333,33333.0,0.12,120,DMSO,250.2,250.04,,BR00147142,M22,9,1820,2031,1820,1820,2031,1820,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS1097,Diflunisal,Diflunisal,Diflunisal_DMSO,-1,23,119,0.28505639509263225
BR00147142,U2OS,BRD-K00140312-065-01-9,0.15929,159.28,0.41111,411.11,0.12,120,DMSO,387.45,289.17,,BR00147142,M23,9,1875,2079,1875,1875,2079,1875,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,OASIS982,,OASIS982,OASIS982_DMSO,-1,23,119,0.20767236304467893
BR00147142,U2OS,BRD-U00145679-001-01-9,,,0.045679,45.679,0.12,120,DMSO,,,,BR00147142,M24,9,1963,2190,1963,1963,2190,1963,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00145679-001-01-9,BRD-U00145679-001-01-9_DMSO,-1,23,119,0.18693456121478963
BR00147142,U2OS,BRD-U00146221-001-01-9,,,11.111,11111.0,0.12,120,DMSO,,,,BR00147142,N01,9,1610,1781,1610,1610,1781,1610,2025_04_14_OASIS_U2OS_Industry_Batch1,DMSO,,,BRD-U00146221-001-01-9,BRD-U00146221-001-01-9_DMSO,-1,23,119,0.5700719065791461
